,name,address,budget,genre
9053,元氣七輪焼肉 牛繁 戸越公園店,東京都品川区戸越５-10-22,B002,G008
9054,元氣七輪焼肉 牛繁 中板橋店,東京都板橋区中板橋17-4,B002,G008
9055,元氣七輪焼肉 牛繁 西新井店,東京都足立区西新井栄町２－６－９,B002,G008
9056,元氣七輪焼肉 牛繁 西荻窪店,東京都杉並区西荻南３-8-8-1F,B002,G008
9057,牛繁 ぎゅうしげ 練馬店,東京都練馬区豊玉北５-21-1,B002,G008
9058,元氣七輪焼肉 牛繁 野方店,東京都中野区野方６-31-11 第80オーナーズビル１F,B002,G008
9059,元氣七輪焼肉 牛繁 旗の台店,東京都品川区旗の台３-12-2　永谷ビル１Ｆ,B002,G008
9060,元氣七輪焼肉 牛繁 八王子店,東京都八王子市三崎町４-９-Ｂ１,B002,G008
9061,牛繁 ぎゅうしげ 初台店,東京都渋谷区初台１-３７-１１シャトー初台２Ｆ,B002,G008
9062,牛繁 ぎゅうしげ 東金町店,東京都葛飾区東金町１-45-8,B002,G008
9063,牛繁 ぎゅうしげ 東長崎店,東京都豊島区南長崎５-17-12　柳橋ビル1F・2F,B002,G008
9064,牛繁 ぎゅうしげ ひばりヶ丘南口店,東京都西東京市ひばりが丘１‐３‐５,B002,G008
9065,牛繁 ぎゅうしげ 富士見台店,東京都中野区上鷺宮３-17-8 共栄ビル１F,B002,G008
9066,牛繁 ぎゅうしげ 府中宮西町店,東京都府中市宮西町１－2－1 フラココ第6ビル2Ｆ,B002,G008
9067,元氣七輪焼肉 牛繁 不動前店,東京都品川区西五反田４丁目３０－７－１Ｆ　丸美屋ビル1Ｆ,B002,G008
9068,元氣七輪焼肉 牛繁 堀切菖蒲園店,東京都葛飾区堀切４－１１－２,B002,G008
9069,元氣七輪焼肉 牛繁 町田駅前店,東京都町田市森野１－39－18　東京商事町田ビル2F,B002,G008
9070,元氣七輪焼肉 牛繁 町屋店,東京都荒川区町屋２－３－８あさひビル１Ｆ,B002,G008
9071,元氣七輪焼肉 牛繁 瑞江店,東京都江戸川区南篠崎町３-7-5,B002,G008
9072,元氣七輪焼肉 牛繁 三鷹店,東京都三鷹市下連雀３-２８-２１,B002,G008
9073,牛繁 ぎゅうしげ 南烏山店,東京都世田谷区南烏山６-3-17　ホワイトパークビル２Ｆ,B002,G008
9074,元氣七輪焼肉 牛繁 武蔵小金井店,東京都小金井市本町２-5-3,B002,G008
9075,牛繁 ぎゅうしげ 武蔵新田店,東京都大田区矢口１-13-13,B002,G008
9076,元気寿司 大森山王北口店,東京都大田区山王２-5-9,B001,G004
9077,元氣炭火焼肉 牛繁 花小金井店,東京都小平市花小金井１－１－１３－２F,B003,G008
9078,げんき鶏,東京都葛飾区金町６-2-1 ヴィナシス金町1F,B002,G001
9079,元気ホルモン焼肉,東京都江戸川区西小岩４-14-21 1F,B003,G008
9080,げんきまる 駒込店,東京都北区西ケ原１－５５－２７,B003,G001
9081,炭火串焼き げんき屋 渋谷道玄坂,東京都渋谷区道玄坂１-5-3　渋谷ケントラストビルB1F,B003,G001
9082,炭火串焼き げんき屋 池袋店,東京都豊島区東池袋１-1-1 TOKビルB1,B002,G001
9083,元氣焼肉 牛繁 赤羽店,東京都北区赤羽１－１０－２－Ｂ１,B002,G008
9084,元氣焼肉 牛繁 上石神井店,東京都練馬区上石神井１-16-6　センターライズビル１Ｆ,B002,G008
9085,元氣焼肉 牛繁 五反田店,東京都品川区西五反田１－２６－２　２Ｆ,B002,G008
9086,健KENキッチン,東京都北区昭和町２-6-9 高木ビル1階,B002,G005
9087,源源飯店,東京都新宿区四谷１－９－６　中央総合ビル８Ｆ,B008,G007
9088,健康アジアンダイニング 豆なダイナー,東京都台東区東上野４-1-1 HOTEL EMIT UENO 1F,B002,G009
9089,健康家庭料理 嘗楽,東京都豊島区上池袋３－３６－５,B001,G007
9090,健康食堂,東京都荒川区荒川３-58-1,B011,G017
9091,青蓮 大崎東口店,東京都品川区大崎１-2-2 アートヴィレッジ大崎セントラルタワー2F,B003,G007
9092,青蓮 六本木一丁目店,東京都港区六本木１－６－１　泉ガーデンタワー3階,B003,G007
9093,健康中華庵 青樺,東京都大田区矢口１‐１７‐１,B002,G007
9094,健康中華 青蓮 蒲田東口店,東京都大田区蒲田５－３７－１ ニッセイアロマスクエア２Ｆ,B002,G007
9095,青蓮 汐留メディアタワー店,東京都港区東新橋１-7-1 汐留メディアタワーB2F,B011,G007
9096,青蓮 浜松町店,東京都港区海岸１-2-3  汐留芝浜離宮ビルディングB1F,B011,G007
9097,火鍋 朝天門,東京都港区赤坂５-4-10　赤坂ゆうビル1階,B003,G007
9098,健康レストラン かろり500,東京都大田区蒲田４-29-1 楓葵ビル３F,B003,G003
9099,元さん,東京都千代田区神田小川町３丁目２－１２,B010,G004
9100,乾山 ANAインターコンチネンタルホテル東京店,東京都港区赤坂１-12-33 ANAインターコンチネンタルホテル東京３階 ,B006,G004
9101,乾山 銀座七丁目店,東京都中央区銀座７‐３‐９ 銀座リービル２Ｆ,B006,G004
9102,源氏香 げんじこう ロイヤルパークホテル 東京 日本橋,東京都中央区日本橋蛎殻町２‐１‐１　ロイヤルパークホテル５Ｆ,B006,G004
9103,原始炭焼 いろり家 赤坂店,東京都港区赤坂３-12-1  フローレンス赤坂2階,B008,G001
9104,原始焼 火鉢,東京都新宿区西新宿７-9-13石川ビル２階,B005,G004
9105,原始焼ト酒 でんちか,東京都八王子市中町4-12 デジールビルＢ１,B008,G001
9106,健心流,東京都新宿区歌舞伎町２‐１１‐４　Lee３ビル２Ｆ,B003,G004
9107,ケンズ Ken's 珈琲店,東京都中央区銀座３-12-19里垣建物2Ｆ,B001,G014
9108,ケンズキッチン,東京都江戸川区南小岩７-22-12,B002,G006
9109,健寿司 蒲田,東京都大田区蒲田５-19-3,B005,G004
9110,剣寿司,東京都足立区入谷４－１０－２４,B008,G004
9111,KENsBAR,東京都新宿区歌舞伎町２-45-7 大喜ビル１F,B001,G001
9112,焼肉 令火 れいか 池袋本店,東京都豊島区池袋１-7-12　C&T 1F,B002,G008
9113,厳選黒毛和牛A5焼肉 拓郎 八重洲店,東京都中央区八重洲１-4-10 八重洲仲通りビル4F,B003,G008
9114,厳選和牛 焼肉牛陣 新宿本店,東京都新宿区歌舞伎町１-14-3 第103東京ビル6F,B003,G008
9115,源鮮酒場 くじら,東京都板橋区大山町８-３ 宮下ビル B１F,B003,G001
9116,若僧 わかぞう 水道橋東京ドーム店,東京都千代田区神田三崎町２-20-10 7F,B002,G001
9117,ごちそうさん 上野店,東京都台東区上野６丁目４－１４,B002,G001
9118,厳選地鶏と黒毛和牛 ごちそうさん 上野駅前店,東京都台東区上野６－4－14－A,B002,G001
9119,厳選島豚 せいりゅう 田町店,東京都港区芝浦３-6-8　うつみビル3Ｆ,B004,G001
9120,居酒屋 一兆 新宿本店,東京都新宿区西新宿１-18-5　甲新ビルB1F,B003,G001
9121,葉椀 くぼて 九段下駅前店,東京都千代田区九段北１-5-5,B004,G001
9122,厳選肉と熟成チーズ GATTSUKI 赤羽店,東京都北区赤羽１‐14‐1-6F,B002,G001
9123,厳選馬肉料理と炭火串焼き うまいの亭 新宿三丁目店,東京都新宿区新宿３-７-３　丸中ビル2F,B002,G001
9124,厳選もつ酒場 エビス参 青物横丁店,東京都品川区南品川２-7-14,B002,G001
9125,厳選もつ酒場 エビス参 エコー仲見世店,東京都世田谷区三軒茶屋２-13-17,B002,G001
9126,厳選もつ酒場 エビス参 学芸大学駅前店,東京都目黒区鷹番２-20-12,B002,G001
9127,厳選もつ酒場 エビス参 経堂店,東京都世田谷区経堂１-12-5,B003,G001
9128,厳選もつ酒場 エビス参 笹塚店,東京都渋谷区笹塚１-21-11 JOYビル1F,B003,G001
9129,厳選もつ酒場 エビス参 松陰神社店,東京都世田谷区世田谷４-7-3,B003,G001
9130,厳選もつ酒場 エビス参 祖師谷店,東京都世田谷区砧６-37-6,B003,G001
9131,厳選もつ酒場 エビス参 三宿本店,東京都世田谷区三宿１-4-18,B003,G001
9132,厳選洋食さくらい,東京都文京区湯島３-40-7,B004,G005
9133,すみ田屋 錦糸町本店,東京都墨田区江東橋３-12-3　arutemis keiyoビル 7階,B003,G001
9134,焼肉みどる 中目黒駅前店,東京都目黒区上目黒１-23-1　B1F,B008,G001
9135,眞牛館 しんぎゅうかん 赤坂本店,東京都港区赤坂３-6-17 ダイムラービル4F,B002,G008
9136,厳選和牛焼肉 希魅亭,東京都大田区大森西３-24-6　ナンブヤビルド３F,B008,G008
9137,ケンゾーエステイトワイナリー 広尾店,東京都港区南麻布４-１２-２５　南麻布セントレ１F,B004,G003
9138,ケンゾーエステイトワイナリー 六本木ヒルズ店,東京都港区六本木６-１２-４　六本木ヒルズレジデンス棟　１F・２F,B006,G002
9139,玄そば 東風,東京都世田谷区三軒茶屋１‐２１‐９,B001,G004
9140,玄 蕎麦 もち月,東京都町田市小川２－３－２３,B002,G004
9141,ケンタッキーフライドチキン ラクーア店,東京都文京区春日１-1-1　東京ドームシティ　ラクーア,B001,G015
9142,源ちゃん 新宿NSビル店 西新宿,東京都新宿区西新宿２-4-1 新宿NSビル29F,B002,G001
9143,限定中華 レッドストーン,東京都港区赤坂３-12-5 ホテルフェリーチェ1階A棟3,B001,G007
9144,Gent ゲント 大手町店,東京都千代田区大手町１－５－５　ＯＯＴＥＭＯＲＩ　Ｂ２Ｆ,B003,G002
9145,謙徳蕎麦家 エンゼル店,東京都港区芝５-33-1 森永プラザビルB1F,B002,G004
9146,謙徳蕎麦家 ピアタ2号店,東京都港区芝５-34-7 田町センタービルピアタB1F,B002,G004
9147,謙徳蕎麦家 ピアタ本店,東京都港区芝５-34-7　田町センタービル２階,B002,G004
9148,ゲンの中華そば フードスクエア南館店,東京都江東区有明３－１１－１,B010,G013
9149,現場喫茶,東京都墨田区押上１-45-1,B011,G014
9150,玄品 練馬,東京都練馬区豊玉北５‐１６‐８　メゾン万里練馬1F,B008,G004
9151,炭火焼 Ken坊 けんぼう,東京都世田谷区経堂２－１４－５,B002,G001
9152,源烹輪 富士見台,東京都中野区上鷺宮４－１６－１０　清和ビル１Ｆ,B008,G007
9153,県民酒場ダウドン 清瀬北口店,東京都清瀬市元町１-2,B001,G001
9154,源家 香港飲茶,東京都千代田区神田鍛冶町３-2-3TC第4ビル１F,B002,G007
9155,玄鷹斎 武蔵小山,東京都品川区小山３‐５‐１９,B001,G004
9156,げんらい ヤキヤキグルメ,東京都板橋区板橋１‐４３‐１,B001,G008
9157,兼六寿司,東京都新宿区西早稲田２-10-18-104,B003,G004
9158,512 CAFE&GRILL 六本木ミッドタウン前,東京都港区赤坂９‐５‐１２,B008,G002
9159,510 HOT ゴーイチマル ホット,東京都江東区大島８-1-10,B002,G014
9160,ゴーゴーカレー池袋東口スタジアム,東京都豊島区南池袋１-２３-２　ティワイズビルB1F,B001,G005
9161,55楼菜館,東京都新宿区西新宿２-1-1　新宿三井ビルディングB1F,B002,G007
9162,COーSIDECAFE@TSUKIJISANOKIYA,東京都中央区湊１-13-3 楠山ビル1F,B010,G014
9163,コージーピアノラウンジ Cozy Piano Lounge,東京都品川区上大崎３－９－１４　ＴＯビルＢ１Ｆ,B002,G002
9164,KOZY STAND COFFEE,東京都調布市下石原２-60-2A　K-STUNT STUDIO 2F,,G014
9165,ゴーシェ Gaucher,東京都港区六本木３-4-33 マルマン六本木ビルB1F,B005,G006
9166,coast 2 coast コーストツーコースト,東京都渋谷区神宮前５-12-12 J-WingRight B1F,B002,G012
9167,code kurkku コードクルック,東京都渋谷区代々木１-28-９,B005,G006
9168,Kotli,東京都渋谷区渋谷１-２５-１０,B003,G009
9169,コーヒー ネギシ Coffee Negishi 小田急エース,東京都新宿区西新宿１西口地下街1号　小田急エース　北館　東,B001,G014
9170,珈琲 ピース 新宿小田急ハルク店,東京都新宿区西新宿１－５－１　新宿小田急ハルク１F,B001,G014
9171,珈琲 松井商店,東京都三鷹市下連雀２-16-10-2F,B001,G014
9172,coffee&wine かもめカフェ,東京都世田谷区上北沢３-17-3,B003,G006
9173,コーヒー園,東京都墨田区向島１-6-9,B001,G015
9174,珈琲館 北千住東口店,東京都足立区千住旭町３５－１６　平林ビル１Ｆ,B001,G014
9175,珈琲貴族 池袋店,東京都豊島区南池袋１-28-1 西武百貨店池袋本店4F,B001,G014
9176,珈琲貴族エジンバラ,東京都新宿区新宿３-2-4　新宿M&Eスクエアビル2F,B001,G014
9177,珈琲茶館 集 Gateaux naturels SHU 自由ヶ丘店,東京都目黒区自由が丘２-10-4 ,B001,G014
9178,珈琲茶館 集 池袋店,東京都豊島区東池袋１－２－２　東池ビルディングB1,B001,G014
9179,珈琲茶館 集 Gateaux naturels SHU 渋谷宮益坂店,東京都渋谷区渋谷１‐１３‐８サカエビル１F,B001,G014
9180,珈琲茶館 集 赤坂見附店,東京都港区赤坂３－９－１　紀陽ビル１Ｆ,B001,G014
9181,珈琲茶館 集 五反田店,東京都品川区東五反田５‐２７‐６　第一五反田ビル２Ｆ,B001,G014
9182,珈琲茶館 集 新宿店,東京都新宿区歌舞伎町１-17-12 浅川ビル2F,B001,G014
9183,珈琲茶館 集 原宿表参道店,東京都渋谷区神宮前１‐１３‐１１大西ビルＢ１Ｆ,B001,G014
9184,珈琲茶館 集 目黒店,東京都品川区上大崎２－２７－３ 武本ビルＢ１,B001,G014
9185,珈琲茶館 集 有楽町アネックス店,東京都千代田区有楽町１-16-6　小谷ビルB1,B001,G014
9186,珈琲茶館 集 六本木店,東京都港区六本木５‐１‐１マイアミビル７F,B001,G014
9187,珈琲茶館 集 五反田西口店,東京都品川区西五反田１‐５‐２　トラヤビル２F,B001,G014
9188,珈琲茶館 集 プレミアム渋谷駅前店,東京都渋谷区道玄坂２－29－3　道玄坂共同ビル1・2F,B001,G014
9189,珈琲茶館 集 プレミアム新宿店,東京都新宿区歌舞伎町１-17-1　栗田ビル2階,B001,G014
9190,COFFEE JAZZ GENIUS,東京都中野区本町３‐２‐１０　スズノビル１Ｆ,B001,G014
9191,コーヒーショップ 舘,東京都新宿区中落合１-17-1 吾妻ビル　２Ｆ,B001,G014
9192,カリブ CARIB 浅草 コーヒーショップ,東京都台東区浅草２-2-1,B001,G014
9193,COFFEE SHOP HOPE,東京都杉並区和泉１丁目２-７,,G014
9194,珈琲専門館伯爵 池袋北口店,東京都豊島区西池袋１-29-1,B011,G005
9195,珈琲専門館伯爵 池袋東口店,東京都豊島区南池袋１‐18‐23,B010,G003
9196,珈琲専門館伯爵 巣鴨店,東京都豊島区巣鴨１‐12‐3,B010,G014
9197,珈琲店 桂 台東区役所西横店,東京都台東区東上野４-3-10　たちばなビル 1F,B010,G014
9198,珈琲と絵と音楽 TOPOS トポス,東京都杉並区西荻南２－１９－１０　美光ビル　１F,B001,G014
9199,coffee bar zeroya コーヒーバー ゼロヤ,東京都葛飾区東新小岩７-32-10,B008,G014
9200,コーヒーパーラー ヒルトップ 山の上ホテル,東京都千代田区神田駿河台１‐１　山の上ホテル地階,B003,G005
9201,Coffee by Jalana,東京都台東区上野６-10-1,B009,G014
9202,Coffee house 羅苧豆,東京都中央区日本橋２-10-11日本橋羅苧豆ビル１F,,G014
9203,Coffee Lounge Lemon コーヒーラウンジレモン,東京都新宿区新宿３-14-24 パークシティ3,B011,G014
9204,コーヒヌール 品川店,東京都港区港南２-16-３　B1F,,G009
9205,コーヒヌール 南阿佐ヶ谷店,東京都杉並区阿佐谷南１-17-16,B002,G001
9206,Go Bring Slider ゴーブリングスライダー,東京都目黒区目黒２-11-9 グリーンランドビル1階,,G015
9207,コーラ 浅草店KO-LA,東京都台東区浅草２－１０－１４　５F,B003,G008
9208,可尓 コーラ KO‐LA 池尻店,東京都世田谷区池尻３‐１６‐２,B003,G017
9209,コーラ 可尓 恵比寿店,東京都渋谷区恵比寿４‐２４‐３　シマダビル１Ｆ,B003,G017
9210,golden stadium ゴールデン スタジアム,東京都新宿区歌舞伎町１丁目１８－９　waMall2階,B002,G001
9211,GOLDEN PIZZA TOKYO,東京都渋谷区神宮前５-30-3 ニューアートビル2F,B002,G006
9212,ゴールデン餃子,東京都港区赤坂１-1-17,B002,G001
9213,GOLDEN GATE ゴールデンゲート ハンバーガー 御徒町,東京都台東区上野３-20-2 2F,B002,G002
9214,ゴールデンバガン ミャンマーアジアレストラン 曙橋四谷店,東京都新宿区富久町8-20カーサ富久町1F,B002,G009
9215,ゴールデンミートバル 五反田店,東京都品川区西五反田１-11-6安藤ビル1F,B003,G001
9216,ゴールデンミート 東久留米店,東京都東久留米市本町１-3-30,B002,G002
9217,ゴールデンユニコーン 赤坂 チャイニーズダイニング&バー,東京都港区赤坂３の６の13MTビル1階,B004,G007
9218,Gold Fish ゴールド フィッシュ,東京都台東区浅草１－１５－１　キクスイビル１Ｆ,B002,G012
9219,ゴールド ロフト GOLD LOFT,東京都八王子市三崎町９‐３　三崎町Ｍビル１Ｆ,B001,G012
9220,ゴールド館 お好み焼き もんじゃ,東京都新宿区歌舞伎町１－６－５　ゴールドビル５Ｆ ,B001,G016
9221,ゴールド館 しゃぶしゃぶ すき焼き,"東京都新宿区歌舞伎町１－６－５　ゴールドビル4F,5F",B001,G004
9222,GOLD32 ゴールドサンジュウニ,東京都港区赤坂６-3-15 J-AKASAKAビル501,B008,G012
9223,COLD HANDS コールドハンズ,東京都台東区浅草３-20-8,B003,G012
9224,ゴールドラッシュ 新宿東口店,東京都新宿区新宿３-23-1　新宿ターミナルビルB1F,B001,G005
9225,ゴールドラッシュ 東京ミートレア店,東京都八王子市南大沢２-1-6　フレンテ南大沢新館5F,B001,G005
9226,ゴールドラッシュ 本店,東京都渋谷区宇田川町4-7　トウセンビル4F,B001,G005
9227,CORE コア 田町,東京都港区芝５－２７－４　芝サニーハイツ１Ｆ,B008,G006
9228,こあがり酒場Domani,東京都杉並区西荻南２丁目25-9百武店舗C,B003,G002
9229,CORE marlin cafe,東京都世田谷区三軒茶屋２-11-26 コア第２ビル１階,B011,G014
9230,コアラ 町田 KOALA,東京都町田市原町田４-4-7　三経ビル　5F,B002,G012
9231,COHIBA ATMOSPHERE TOKYO コイーバ アトモスフィア 東京,東京都港区西麻布１‐１４‐１　イモン西麻布ビル１Ｆ,B004,G011
9232,coiki コイキ,東京都西東京市田無町３-4-28,B003,G002
9233,情熱串焼き 小池屋,東京都町田市原町田６‐11‐17　末吉ビルＢ1Ｆ,B002,G001
9234,小石川テラス,東京都文京区水道１-3-3　トッパン小石川ビル2F,,G014
9235,小泉料理店,東京都渋谷区恵比寿西１-10-12,B006,G003
9236,恋と、焼肉。 水道橋本店,東京都千代田区神田三崎町３-3-17 ABリバー水道橋102号,B004,G008
9237,KOiBUMi コイブミ,東京都渋谷区松濤１-1-3 ジョワレ松涛B１,B004,G001
9238,小岩 肉寿司,東京都江戸川区南小岩７-26-6　誠和ビルII,B002,G001
9239,小岩ホルモン,東京都江戸川区南小岩７-26-3,B002,G008
9240,KOIWA YAKUZEN ハートのA,東京都江戸川区南小岩６-12-20　,B005,G001
9241,COIN'S TEA CAFE,東京都品川区南大井3-12-1,B010,G014
9242,鴻運,東京都港区新橋２-8-17 ,B001,G013
9243,KO-UN TO-RAI コウウントウライ,東京都江東区北砂４-11-10  2F,B002,G002
9244,広運楼,東京都文京区千駄木３-36-11 千駄木センチュリー21　201,,G007
9245,幸永 職安通り店,東京都新宿区歌舞伎町２-41-12　岡埜ビル1F,B004,G008
9246,幸永 本店,東京都新宿区歌舞伎町２－４－11　ノア新宿マンション1階,B004,G008
9247,幸縁 新高円寺店,東京都杉並区梅里１‐８‐１４,B002,G001
9248,高円寺 沖縄料理 うりずん食堂,東京都杉並区高円寺北３-22-3　群星館2階,B002,G001
9249,高円寺 沖縄料理58 ごっぱち,東京都杉並区高円寺北３-22-3,B002,G001
9250,東京都 高円寺 福は家,東京都杉並区高円寺南３－５８－３,B003,G001
9251,居酒屋 ジンギスカン酒場 山田屋,東京都杉並区高円寺北３－２１－１９ ライオンズプラザ高円寺 １F,B003,G008
9252,カフェダイニング Theater Cafe&Dining Proscenium,東京都杉並区高円寺南３-４６-９　B１F,B011,G014
9253,山小屋酒場ハル,東京都杉並区高円寺南４－２５－１　ゆとりすとＫ６　３Ｆ,B001,G001
9254,高円寺イタリアン居酒屋 ウシータ,東京都杉並区高円寺北３-22-5　雨宮ビル２Ｆ,B002,G006
9255,高円寺肉合戦,東京都杉並区高円寺北３－１－１５　杉山ビル１Ｆ,B002,G008
9256,高円寺麦酒工房,東京都杉並区高円寺北２-24-8,B003,G012
9257,幸縁 中野店,東京都中野区新井１-14-1　シュユミ1F,B002,G001
9258,魚然 八丁堀店 ,東京都中央区八丁堀３‐19－9　京橋第6長岡ビルB１F,B002,G001
9259,もつ料理 ごうかく,東京都世田谷区豪徳寺１‐４１‐５　工藤ビル２Ｆ,B002,G001
9260,孔家飯店,東京都中央区銀座８-7-16　銀座幸ビル2Ｆ,B004,G007
9261,紅華美楼 こうかみろう,東京都千代田区麹町３‐１２‐１２　麹町ＭビルＢ１Ｆ,B002,G007
9262,中国料理 皇家龍鳳 リーガロイヤルホテル東京,東京都新宿区戸塚町１－１０４－１９,B006,G007
9263,香季庵 日本橋店,東京都中央区日本橋室町４-2-10 坂田ビルB1F ,B008,G001
9264,高級伊奈利寿司専門店 福寿家,東京都台東区花川戸２-18-6,B011,G004
9265,高級黒毛和牛たん専門店 たんや又兵衛 本店,東京都港区六本木３‐１３‐８ 斎藤ビル　２Ｆ,B013,G004
9266,雛鮨 ヤマダ電機 LABI1 LIFE SELECT 池袋,東京都豊島区東池袋１-5-7 ヤマダ電機LABI1日本総本店池袋 7F,B008,G004
9267,高級ブランド干物 銀座伴助 銀座本店,東京都中央区銀座５-14-8,B008,G004
9268,コウゲツ 宏月,東京都足立区千住３－６８,B002,G016
9269,鴻元食坊 大岡山店,東京都大田区北千束１-28-2,B001,G007
9270,耕コウチキン,東京都府中市宮西町１-12-1,B003,G002
9271,高校野球酒場 球児園,東京都千代田区鍛冶町１丁目９－１１　石川ＣＯビル　地下１階,B003,G001
9272,香こ王,東京都足立区中央本町４-11-29 ,B011,G007
9273,紅菜館,東京都中央区日本橋人形町２-7-11,B003,G016
9274,香菜館,東京都葛飾区亀有３-18-13 スカイウート亀有102,B002,G007
9275,炭火鮮鳥 こうざん,東京都中野区白鷺３‐１‐４　サンハイツミトモ　１Ｆ　１０１,B002,G001
9276,高山庭,東京都港区芝浦２-16-8 ニシキビル1階,B004,G007
9277,麹蔵 市ヶ谷店,東京都千代田区九段北４－２－６　市ヶ谷ビルＢ１,B003,G001
9278,麹蔵 神田店,東京都千代田区内神田３-１３-４　東陽ビル１階　地下１階,B003,G001
9279,麹蔵 秋葉原店,東京都千代田区神田佐久間町１-8-3　ワシントンビル2F,B003,G004
9280,麹蔵 銀座店,東京都中央区銀座３-４-６　正隆銀座ビルB１,B003,G001
9281,麹蔵 八重洲一丁目店,東京都中央区八重洲１-3-7八重洲ファーストフィナンシャルビルB1・Mogu Mogu Kitchen内,B008,G004
9282,麹蔵 有楽町晴海通り本店,東京都千代田区有楽町１-6-4 千代田ビルB1・B2,B003,G001
9283,麹肴と,東京都小平市学園西町２-13-20,B001,G001
9284,麹と野菜とワインの小さな台所 Mino みーの,東京都中央区日本橋小伝馬町13番6号　KAIRAKUEN.BLD　３階,B008,G003
9285,麹町 おおいし,東京都千代田区麹町２－５－３　Ｂ１,B005,G004
9286,麹町 MAR マル,東京都千代田区一番町１５－８,B003,G006
9287,麹町酒場 まんで屋,東京都千代田区一番町15-20フェニックスビル1Ｆ,B002,G001
9288,麹町 はとり,東京都千代田区六番町4-11 朝日六番町マンション 2F,B003,G004
9289,麹町ビストロ 階段の途中,東京都千代田区麹町３-12-19,B008,G006
9290,麹町和食 和だん 夢心邸,東京都千代田区麹町３-4-1 麹町3丁目ビル102,B004,G004
9291,高社郷,東京都板橋区大山東町２４‐２０,B002,G007
9292,麹家 新橋店,東京都港区新橋２-15-9 S-PLAZA弥生2 4F,B002,G001
9293,糀谷ハウス BAR BULA BEER,東京都大田区西糀谷４－２１－３　大野コーポ１Ｆ,B011,G012
9294,郷酒,東京都千代田区神田神保町３-5　ニュー徳栄ビルＢ１Ｆ,B004,G004
9295,広州市場 五反田店,東京都品川区東五反田１－２１－１０,B001,G013
9296,甲州天山,東京都中央区新川２-11-1東豊エステート1F,B002,G004
9297,甲州肉炉端 炭とやまなし 茅場町本店,東京都中央区日本橋茅場町３-10-2 SKKビルB1,B008,G001
9298,甲州焼鳥 とり火山 日本橋人形町本店,東京都中央区日本橋人形町２-20-7,B003,G004
9299,香酒縁 荻窪店,東京都杉並区荻窪５-21-11 ライフ荻窪　102,B002,G007
9300,こうしんほう,東京都港区赤坂４-3-13堀口ビル2F,B005,G004
9301,幸寿司 高円寺,東京都杉並区高円寺北３－２１－４　　,B003,G004
9302,幸鮨,東京都千代田区平河町１-７-１,B008,G004
9303,幸鮓,東京都台東区蔵前３-４-８,B006,G004
9304,幸寿司 練馬,東京都練馬区練馬１‐２０‐２　ＴＫＧビル１Ｆ,B004,G004
9305,江蘇飯店,東京都千代田区岩本町２-5-9 1,B002,G007
9306,國府田,東京都国分寺市東恋ヶ窪４‐14‐27,B004,G003
9307,浩太郎丸 祖師ヶ谷大蔵,東京都世田谷区砧６－３７－５砧TERU２F,B003,G001
9308,高知県芸西村 土佐鴨 日本橋,東京都中央区日本橋２-２-４  日本橋せっつビル４F,B004,G001
9309,高知ダイニング ルースター,東京都世田谷区三軒茶屋２-15-14 ABCビルB1　,B003,G002
9310,紅茶の店　ケニヤン,東京都渋谷区神南１丁目14-8,B011,G014
9311,好兎茶屋,東京都千代田区飯田橋４-2-6 アヴァンセ飯田橋102,B011,G014
9312,高ちゃんの台所,東京都中野区野方５-30-10,B002,G017
9313,皓月,東京都江戸川区中葛西２-19-15,B002,G007
9314,皇庭餃子房,東京都世田谷区松原３-30-12 SEIYU前 2階,B002,G007
9315,皇庭餃子坊 池袋店,東京都豊島区東池袋３－7－11,B003,G007
9316,香灯庵 天王洲オーシャンスクエア店,東京都品川区東品川２-2-20 天王洲オーシャンスクエアNAGI２階,B003,G001
9317,紅燈記,東京都千代田区神田神保町１-11-6,B002,G007
9318,江南酒家 西安刀削麺 京橋店,東京都中央区京橋２-11-6　弥生ビルB1F,B003,G007
9319,港南精肉店,東京都港区港南２-4-9,B002,G008
9320,江南飯店 小宮,東京都八王子市小宮町３０７－１　セキネマンション1F,B001,G007
9321,香乃,東京都世田谷区若林１－１６－１　ティーガーデン１階,B003,G004
9322,五十嵐邸 銀座,東京都中央区銀座７－１６－２１　雲ビルＢ１,B005,G004
9323,幸の鶏,東京都世田谷区経堂５－２９－２１フジビル１Ｆ,B001,G001
9324,故郷 ゴウヒャン 東村山店,東京都東村山市本町１-18-1,B002,G017
9325,台湾料理 皇品,東京都新宿区新宿１-34-13 ,B002,G007
9326,香楓苑,東京都中央区日本橋人形町２－１１－２,B008,G008
9327,浅草 幸福,東京都台東区西浅草３‐２７‐２５,B003,G008
9328,口福 食彩雲南 東池袋店,東京都豊島区東池袋２-２１-３　東池袋ダイヤマンション１F,B002,G007
9329,香福味坊,東京都千代田区神田佐久間町１丁目21－1 Chiyoda terrace B1,B004,G007
9330,幸福園,東京都千代田区平河町１-9-1  1F,B001,G007
9331,香福園,東京都渋谷区幡ヶ谷２－１３－６,B001,G007
9332,幸福圓,東京都江戸川区西小岩１-20-8　2F,B010,G014
9333,鴻福餃子王,東京都新宿区西新宿１-19-12鮎沢ビル2F,B003,G007
9334,鴻福餃子酒場 鶯谷店,東京都台東区根岸３丁目７ー１８,B002,G007
9335,後富久ずし,東京都千代田区内神田１-10-1　平富ビル1F,B006,G004
